"","vin","stock_number","is_new","year","make","model","body_style","trim","odometer","color","color","price","image_url","url","interior_color","fuel_type"
367,"3KPF24AD4ME279639","A48832NP",False,2021,"Kia","Forte","","LXS 2.0L I4",12774,"Gray","",21936.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/2a41a6116060a616012eeba22a9b51529bfc9003.jpg","https://dealer.vip/_k-yuD4DJc90","",""
368,"1GCUDDED1NZ577681","A48845YT",False,2022,"Chevrolet","Silverado 1500","","Crew Cab LT ",28630,"Gray","",49676.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/cb93d71a22dea9c0414fcf6544871ff143cdaf56.jpg","https://dealer.vip/aTuxqk3_ELEp","",""
369,"3GNAXKEV5NS218135","A48859NA",False,2022,"Chevrolet","Equinox","","LT 1.5L I4 T",28119,"White","",26546.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/44dd70f22acf9029786cc0e04a458a30f40172c1.jpg","https://dealer.vip/5SKnKSghLmiJ","",""
370,"1G2ZH36N474260607","A48835GT",False,2007,"Pontiac","G6","","Convertible ",74303,"Black","",10989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/1405eb5c6e3e5fbc1a5e3b8f4ee95434f59feec3.jpg","https://dealer.vip/u3HK4QtMEmuw","",""
371,"KMHDU4AD6AU148075","A48852YT",False,2010,"Hyundai","Elantra","","Sedan 4D GLS",150544,"Gray","",7989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/cb0d4e73c4c1e39aef19d7b2e49651394674ea16.jpg","https://dealer.vip/jU9-MtR_cfAH","",""
372,"1FTFW1ET2CFC18637","A48862GT",False,2012,"Ford","F-150","","Crew Cab XLT",87476,"White","",23326.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f4a3eee7c74c77e70c2d7a683bd10584fcffbdfd.jpg","https://dealer.vip/qMQQm6rvEHCM","",""
373,"1C4GJXAN5JW283556","A48868YT",False,2018,"Jeep","Wrangler","","Utility 2D S",26134,"Red","",31310.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a3049263d4d12eb117199ee4c7b92058ee121a6c.jpg","https://dealer.vip/PSnleu5d9sNo","",""
374,"1C4RJFBG1LC148114","A48829QT",False,2020,"Jeep","Grand Cherokee","","Utility 4D L",58600,"Gray","",30816.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f0a8469eb0ac29dc985dac87cb6f896f057711ae.jpg","https://dealer.vip/Yrgd2SRffS-R","",""
375,"3GNAXWEG1PL179369","A48830GT",False,2023,"Chevrolet","Equinox","","Utility 4D R",11012,"Gray","",33817.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/4aa890161049520600cb4b2b1dbade166a649ea3.jpg","https://dealer.vip/zV8FamqGWPos","",""
376,"3GCPYFEL5LG426294","A48846YT",False,2020,"Chevrolet","Silverado 1500","","Crew Cab LT ",61462,"Black","",44553.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a491670aba16822f1b558dbd994857c21abed125.jpg","https://dealer.vip/iCiOu3iN5YlC","",""
377,"3GNKBDRS0MS519313","A48840YT",False,2021,"Chevrolet","Blazer","","Utility 4D 3",90898,"Red","",25767.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/deef21a208d0066e7fcd90a233f00e204678880f.jpg","https://dealer.vip/RcUvhTjh8UKG","",""
378,"1GCHSCEA3M1285003","A48824BP",False,2021,"Chevrolet","Colorado","","Extended Cab",31552,"White","",27168.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/5e82f653791aaa387489826d69981d63f015266a.jpg","https://dealer.vip/iySCHIDVNPw_","",""
379,"KNDJN2A26K7011855","A48817NA",False,2019,"Kia","Soul","","Wagon 4D 1.6",89184,"White","",13989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6e2c1019d30729f5296f56ce1028a89be23d7fd6.jpg","https://dealer.vip/J2V80tkVmTAk","",""
380,"1GCPYFED0NZ230016","A48821TT",False,2022,"Chevrolet","Silverado 1500 Limited","","Crew Cab LT ",19611,"Red","",49989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/aa1442f4aefa81bee615ef3df583b44bbffdfd1e.jpg","https://dealer.vip/xxyPO9j9OQDp","",""
381,"3GNKBFR43MS539228","A48823BP",False,2021,"Chevrolet","Blazer","","Utility 4D P",37293,"Gray","",33735.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/60885e4417b3c44d3482c4acbc8492ea15d4c984.jpg","https://dealer.vip/9PK1SOK8r5-4","",""
382,"1GCPTDEKXP1165422","A48807GT",False,2023,"Chevrolet","Colorado","","Crew Cab Z71",5023,"Red","",48989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a10c6573eebf52f2fcb941ac86426528be4ab8f2.jpg","https://dealer.vip/6PZs5HhAX-Fm","",""
383,"KL4CJESB4MB334350","A48813PT",False,2021,"Buick","Encore","","Utility 4D P",94807,"Red","",18720.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/13d1f34c6b09e14f02a4b75dc38e227f74c2b066.jpg","https://dealer.vip/4AUrGLRoGlf5","",""
384,"3CZRU6H59NM700340","A48787NA",False,2022,"Honda","HR-V","","EX AWD 1.8L ",19336,"Black","",26248.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/7961a65886b7b74093deda6a6afac5448eab93c5.jpg","https://dealer.vip/KWQazgQDCk4w","",""
385,"3N1CB51D86L525229","A48790QT",False,2006,"Nissan","Sentra","","Sedan 4D S 1",125012,"Black","",7900.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/ade1839d09d80b5d25b649b35eb04f023a45d1fb.jpg","https://dealer.vip/5Lhdg46_VQd7","",""
386,"1C6SRFHM1MN701932","A48800PT",False,2021,"Ram","Ram 1500","","Crew Cab Lim",30004,"Blue","",58989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c673242e2d0b213f9cc688201fc97b757d41f2ca.jpg","https://dealer.vip/pFiPhNaes6B3","",""
387,"3GCUYGED0LG389768","A48791GT",False,2020,"Chevrolet","Silverado 1500","","Crew Cab LTZ",36457,"Black","",45698.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/b7d5d7a3e562c8c78339c6763e3124767075cdfc.jpg","https://dealer.vip/0apQb3oqf28R","",""
388,"3GCUYDED8MG213745","A48795GT",False,2021,"Chevrolet","Silverado 1500","","Crew Cab LT ",13750,"Blue","",43989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/1bdbbf3e76d58acdb394ee80c65c2c1cb12e1da1.jpg","https://dealer.vip/J4FPJegt_DEp","",""
389,"3FMCR9C61PRD54574","A48771YT",False,2023,"Ford","Bronco Sport","","Utility 4D O",7139,"Black","",38913.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/4726fba87558cfb1efb0cfe4059d2cbba74036f8.jpg","https://dealer.vip/TLe6OGCWaN_-","",""
390,"3TMCZ5AN3MM374518","A48774GT",False,2021,"Toyota","Tacoma","","Crew Cab SR5",45360,"Gray","",39989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/02ed941a9bc7ed1a4dfd5a68a25507319ba8be48.jpg","https://dealer.vip/2sr_0bO5Zro_","",""
391,"3GNKBLRS9PS123475","A48792GT",False,2023,"Chevrolet","Blazer","","Utility 4D P",16255,"Gray","",43545.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/63314c5bd6445075c5c168543e61eef30e24fef6.jpg","https://dealer.vip/HVaDIcToaayC","",""
392,"JF2SKAJC4LH428954","A48772YT",False,2020,"Subaru","Forester","","Wagon 5D Pre",46286,"Gray","",26878.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6361be51ac888740cffd7d6ad4a651eea50bbde5.jpg","https://dealer.vip/Pu1I6f3hDXV3","",""
393,"1GCUYEED8NZ142537","A48764GT",False,2022,"Chevrolet","Silverado 1500 Limited","","Crew Cab RST",36947,"Black","",48505.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/ba3dae7422b15c621363a83ceb7483fca1e442d2.jpg","https://dealer.vip/cs7X1UoNf3Nd","",""
394,"NM0LS7E26M1495702","A48735NA",False,2021,"Ford Commercial","Transit Connect","","Cargo Van XL",93804,"White","",30948.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/e81e06d78945c6dab0deafd94a09152a6fc39094.jpg","https://dealer.vip/SdEQEmH5ZIpS","",""
395,"1G1FY6S04L4143705","A48729NA",False,2020,"Chevrolet","Bolt EV","","Hatchback 5D",19857,"White","",23989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/05b087eee34088dec29dd7543c2213fa9c9046c3.jpg","https://dealer.vip/LPElGdV-YJe2","",""
396,"1G1ZG5ST5PF128435","A48719GT",False,2023,"Chevrolet","Malibu","","Sedan 4D RS ",13071,"Blue","",26617.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6febf1f5fc962c54f7034ea065bd14271e79f324.jpg","https://dealer.vip/tMPlFT1XVmmO","",""
397,"3VW6T7AU1KM003322","A48714NA",False,2019,"Volkswagen","GTI","","Autobahn 2.0",95801,"Gray","",26705.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c603dd7c6342edfa7478caf7e97a570e6f7642b7.jpg","https://dealer.vip/FYuDhMxdk_Yh","",""
398,"1GCHTDEN1M1225937","A48723PT",False,2021,"Chevrolet","Colorado","","Extended Cab",15237,"Gray","",39786.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/25e2c6596fc4f381d32f26d3231dbf01248affa8.jpg","https://dealer.vip/EUFeU1cNKH2T","",""
399,"1GCUDEED9PZ132078","A48725PT",False,2023,"Chevrolet","Silverado 1500","","Crew Cab RST",7022,"Black","",59878.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/d526bded348eb464bcf17847c0f6237675f41076.jpg","https://dealer.vip/8qBnE0oHDZAs","",""
400,"2T2BAMCA9PC018476","A48699GT",False,2023,"Lexus","RX","","Utility 4D R",13634,"Black","",53878.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/76bc810671f6e70694aa25e302a6a1b0dd04ccd1.jpg","https://dealer.vip/C-VP3qC056uU","",""
401,"1G1YA2D48P5130378","A48680GP",False,2023,"Chevrolet","Corvette","","Coupe 2D 1LT",5962,"Orange","",74989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/953fa30f7a29a2ff30c7d6498eb8d51500d1aa42.jpg","https://dealer.vip/P6eSoVcs97gj","",""
402,"1G1FZ6S08L4141694","A48652HA",False,2020,"Chevrolet","Bolt EV","","Hatchback 5D",28573,"Gray","",24989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/86786f2f0992a72e7ea83d60963e77d6812e58c4.jpg","https://dealer.vip/iurlLUmcssgw","",""
403,"3GTUUGET4NG630656","A48698GT",False,2022,"GMC","Sierra 1500","","Crew Cab Den",22384,"Blue","",64260.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/593b64cb1f9e01cbe632ad625d700d2552518050.jpg","https://dealer.vip/5tTEJ-bY5CR0","",""
404,"1GCHSCEA3M1286118","A48657BP",False,2021,"Chevrolet","Colorado","","Extended Cab",24742,"Gray","",26958.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/0dd01223df86bd07e0313caf8b0d944b71024340.jpg","https://dealer.vip/nzWbgbxzRC5d","",""
405,"1GCWGAFP7N1198089","A48647HR",False,2022,"Chevrolet Comm","Medium Duty Cargo Van","","2500 Cargo V",56291,"White","",41989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/66c91e76cc266d5641167e2819e550b37772dfe7.jpg","https://dealer.vip/7CmZOMxhWW0r","",""
406,"5J8TC2H78KL000591","A48642NA",False,2019,"Acura","RDX","","Advance AWD ",92669,"Gray","",28421.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/36a308786f6a78995e132107bd64213bcd5bec36.jpg","https://dealer.vip/J6rGwSVESuUZ","",""
407,"1G1YB3D4XR5103978","A48678GT",False,2024,"Chevrolet","Corvette","","Convertible ",144,"Silver","",91989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/4f0c11b0cafd01534c5b81543f0be689e3d4b129.jpg","https://dealer.vip/2w1gM6DJVKnv","",""
408,"1G1YB2D47P5107266","A48639GT",False,2023,"Chevrolet","Corvette","","Coupe 2D 2LT",3691,"Blue","",82989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/58c258e1edf92c16a43dc8b6d0cc864f507a9195.jpg","https://dealer.vip/etrK5MLI7JVs","",""
409,"2HKRW2H8XMH685063","A48629NP",False,2021,"Honda","CR-V","","EX-L AWD 1.5",44631,"Blue","",29999.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a4dca7dcdb240629c54c793c986ce59a3cc967de.jpg","https://dealer.vip/CmZiqtzeZbrn","",""
410,"1GCHSCEA4M1275449","A48631NA",False,2021,"Chevrolet","Colorado","","Extended Cab",29452,"Gray","",27713.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c654d011535455dc58b65cbd1d581ddaae7e0070.jpg","https://dealer.vip/HmxZg7-9alIh","",""
411,"KL8CA6SA2KC725970","A48640GT",False,2019,"Chevrolet","Spark","","Hatchback 5D",98013,"Silver","",11989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6220ed44d311156dc0fe3309aa3440b40dc689cd.jpg","https://dealer.vip/UteA_EgEbnPD","",""
412,"3GCUKREC0JG328177","A48635GT",False,2018,"Chevrolet","Silverado 1500","","Crew Cab LT ",112612,"Black","",29454.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/4c829df4d50092953a3c60b5bf9167ff37991226.jpg","https://dealer.vip/L41TCoOGiuy0","",""
413,"1G1ZD5ST1PF124486","A48605BP",False,2023,"Chevrolet","Malibu","","Sedan 4D LT ",10245,"White","",25998.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a52ddf9c6f94fc88d72fb120975370760e4ad1b0.jpg","https://dealer.vip/2pKHKLnJ_Zgg","",""
414,"1G1ZD5ST3PF118768","A48607BP",False,2023,"Chevrolet","Malibu","","Sedan 4D LT ",8649,"Black","",25998.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6b21d661d2b1e7caa2bf1f7896acb2133463e840.jpg","https://dealer.vip/PXeMA3-Ot2dP","",""
415,"1G1ZD5ST3PF118883","A48608BP",False,2023,"Chevrolet","Malibu","","Sedan 4D LT ",10930,"White","",27333.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c18113b1cd1b455869b65ac3cc4eafdb31ca55c7.jpg","https://dealer.vip/IGtht-sKiV-y","",""
416,"JTDKDTB30C1518792","A48625GT",False,2012,"Toyota","Prius c","","Liftback 5D ",120204,"White","",11435.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/90464c6d9568c05203a76007566e4467f963196b.jpg","https://dealer.vip/AXIsk8RG-yY_","",""
417,"1GTW7AFF4H1907637","A48609HA",False,2017,"GMC Medium Duty","Medium Duty Cargo Van","","2500 Cargo V",174075,"White","",17994.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/9d84e74982006deff1973840624bf5ee7bd1171e.jpg","https://dealer.vip/nK9TzwFVnBkZ","",""
418,"3GNKBLRS4LS612683","A48610PT",False,2020,"Chevrolet","Blazer","","Utility 4D P",63000,"White","",33154.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f1270423d53284b5e4abed7913ad355a5b658cb6.jpg","https://dealer.vip/lCMr0adz_BjJ","",""
419,"1G1ZD5ST3PF119127","A48601BP",False,2023,"Chevrolet","Malibu","","Sedan 4D LT ",5925,"Black","",25989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/2369950c1911e0982ab8e4d8d7d7139a1f4be43c.jpg","https://dealer.vip/2wVa6-ERxeNm","",""
420,"1G1ZD5ST3PF157344","A48603BP",False,2023,"Chevrolet","Malibu","","Sedan 4D LT ",10140,"Blue","",25989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c18a1ea58062b20b62e8054eef333cefa8ffeb44.jpg","https://dealer.vip/M_A_RkBD069L","",""
421,"1G1ZD5ST5PF118772","A48602BP",False,2023,"Chevrolet","Malibu","","Sedan 4D LT ",7729,"Gray","",26459.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/e4e9db909eb1136aff05466e48df75deb0be19bd.jpg","https://dealer.vip/wumMiYA4_DtZ","",""
422,"1G1ZD5ST6PF133474","A48604BP",False,2023,"Chevrolet","Malibu","","Sedan 4D LT ",5382,"Blue","",26458.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a9ae4a181b10add91eb9b6c35fc99510ed1f58c9.jpg","https://dealer.vip/BYjNWjIkPD2d","",""
423,"2GNAXXEV9M6155843","A48612YT",False,2021,"Chevrolet","Equinox","","Utility 4D P",50811,"Blue","",28988.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/3a2e758b7e8c2a82811be23aef9d1bb5375ba8fd.jpg","https://dealer.vip/j1Ogv7bVuozj","",""
424,"3GCUYEED6MG350303","A48596PT",False,2021,"Chevrolet","Silverado 1500","","Crew Cab RST",24564,"White","",45989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/f00ba19fc8ac16736732f9eb45927b2c6c6067ed.jpg","https://dealer.vip/a__zd3m28LY3","",""
425,"KMHC65LC0NU277628","A48582PT",False,2022,"Hyundai","Ioniq","","Hatchback 5D",19724,"White","",24770.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6d9a9b5a9058464a026ae8d17172c5295764c06b.jpg","https://dealer.vip/aRN8t4pz33wm","",""
426,"1G1YU2DW2A5102592","G48574GT",False,2010,"Chevrolet","Corvette","","Coupe 2D Gra",34536,"Gray","",37987.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/debfea4288c6766b9365ba00a2475a5d738333b0.jpg","https://dealer.vip/L_lnYQV3_XYC","",""
427,"3GNAXMEU5KS561784","A48570GT",False,2019,"Chevrolet","Equinox","","Utility 4D L",48458,"White","",24361.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/c82e05fa7ba870f301b8f6cb0ba061b92bdcc070.jpg","https://dealer.vip/gyEFmsU-yIw_","",""
428,"1GCUYEEL1MZ193576","A48563GT",False,2021,"Chevrolet","Silverado 1500","","Crew Cab RST",44610,"Blue","",46773.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/bc153da441fc1f8907f7b03a4d7d75f29a7354bd.jpg","https://dealer.vip/HZ5S8JEsiJW4","",""
429,"1GCGTDEN5M1123875","A48531CT",False,2021,"Chevrolet","Colorado","","Crew Cab Z71",54675,"Red","",37545.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/bdf241e9945fe3fbac6e1b740c8801f58c3530a8.jpg","https://dealer.vip/1IpFHcmcyidt","",""
430,"1C4HJXEN9MW544951","A48543HR",False,2021,"Jeep","Wrangler","","Utility 4D S",58912,"Silver","",39978.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/ef18fe57fb4a56042e5f17d198660e3e15118e34.jpg","https://dealer.vip/u8HWkxvOgq_P","",""
431,"KNALC4J12K5173279","A48542HA",False,2019,"Kia","Cadenza","","Sedan 4D Lim",18226,"White","",33589.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/3c9e909d3ee1c41732339be859b2f31f1002f765.jpg","https://dealer.vip/F4Q0qeSEV3KB","",""
432,"KMUMADTB2PU102046","A48530YT",False,2023,"Genesis","GV70","","Utility 4D S",12363,"Gray","",52989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a21c64660ca3cb4581353d757ae24529b5c2e947.jpg","https://dealer.vip/Hjujo_d8jIY2","",""
433,"1G4ZR5SS8KU124548","A48526AA",False,2019,"Buick","Lacrosse","","Sedan 4D Ess",81910,"Red","",25567.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/2afc0f556f5c9c220cb8412f3a9d364db033ae58.jpg","https://dealer.vip/OcT4hq5nN0n9","",""
434,"1G1ZB5ST2LF155620","A48524YT",False,2020,"Chevrolet","Malibu","","Sedan 4D LS ",60956,"Red","",19989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/95d3a631e37d8add27b1272590f4fa5629fc137e.jpg","https://dealer.vip/GHEEKi89a_cT","",""
435,"WBA4J1C09LCE18530","A48514NA",False,2020,"Bmw","4 Series","","430i 2.0L I4",42146,"White","",29989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/385e17372ca41514a8cf20f2f42df938cbbc5888.jpg","https://dealer.vip/2RXwadvkNt3B","",""
436,"1GCPDBEK3NZ593669","A48497YP",False,2022,"Chevrolet","Silverado 1500","","Crew Cab Cus",39763,"Red","",39795.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/bf295b6215d64a054b27b57252375c9aa6a48daa.jpg","https://dealer.vip/9ffDLJipRrEC","",""
437,"KL7CJLSB1MB314323","G48487HA",False,2021,"Chevrolet","Trax","","Utility 4D L",37914,"Black","",20489.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/dfc78fe0d6769b440a129dc373f339cd4d6ed787.jpg","https://dealer.vip/cZ6f6HXMIdW3","",""
438,"1FTEW1EG0KFC82107","A48473PT",False,2019,"Ford","F-150","","Crew Cab Lim",32727,"White","",48989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/0b74d71e37e8b569690c0027b89ea1a7309a92f8.jpg","https://dealer.vip/AMrTO-TU8xjG","",""
439,"1GCGTCEN2N1310938","A48480YT",False,2022,"Chevrolet","Colorado","","Crew Cab LT ",3940,"Gray","",38298.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a389c608b37b57c1a7aeeb5ff1858f8a47aae658.jpg","https://dealer.vip/vd-FU7Vxiw6P","",""
440,"3GCUYEED9MG273877","A48474YT",False,2021,"Chevrolet","Silverado 1500","","Crew Cab RST",32269,"Silver","",43989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/239e57d32cc6a0e832cac851117a2f9c71f5f057.jpg","https://dealer.vip/XWsVbqve53KT","",""
441,"1FA6P8TH4P5112745","A48467PT",False,2023,"Ford","Mustang","","Coupe 2D Eco",8897,"Purple","",35989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/95ae3b7eef00ffec27194837251aa87f7038b0d9.jpg","https://dealer.vip/zcHRaWaHmnIQ","",""
442,"3GNAXKEV2ML357616","A48456GT",False,2021,"Chevrolet","Equinox","","Utility 4D L",21303,"White","",25410.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/b29b979ec629fcf02350c528dfde20592a8f799e.jpg","https://dealer.vip/SE2HX_yUo8Ao","",""
443,"5FNYF6H00JB043927","A48458GP",False,2018,"Honda","Pilot","","Utility 4D E",105564,"White","",27956.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/a105d3ba5a4736777510ef13642e75e43c0bd40b.jpg","https://dealer.vip/YCKhlwaQkiSH","",""
444,"3GNKBKRS4LS613648","A48466YT",False,2020,"Chevrolet","Blazer","","Utility 4D R",48739,"Red","",34440.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/5312e0baafee9a5b14b986a46661e70ae23dee61.jpg","https://dealer.vip/0RI_pI__B8v1","",""
445,"1G1ZE5ST2PF144307","A48453GT",False,2023,"Chevrolet","Malibu","","Sedan 4D 2LT",7334,"Gray","",30605.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/16ac21b4a1c236547dcc9e959d45ee2f41222432.jpg","https://dealer.vip/sHQrRGgmRBHN","",""
446,"1GCUYDED6MZ429903","A48452GT",False,2021,"Chevrolet","Silverado 1500","","Crew Cab LT ",37850,"Silver","",39989.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/8c3e6edd5ea73d069673f5655667a2b86ecc3dd7.jpg","https://dealer.vip/5cBbkvVxoWsE","",""
447,"3GNKBKRS2MS582174","A48450PT",False,2021,"Chevrolet","Blazer","","Utility 4D R",39953,"Gray","",35805.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/2feb3fc399b51596e70136fb1ea5bedb85d2d92c.jpg","https://dealer.vip/quVF8D3t4fjc","",""
448,"5TFAW5F17HX601134","A48445GT",False,2017,"Toyota","Tundra","","Crew Cab 179",154718,"Black","",35568.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/6b47c6c1242a47904df98e50dff76eb71a37ea78.jpg","https://dealer.vip/YpgOcslJidRZ","",""
449,"1G1FY6S05L4141039","A48416HA",False,2020,"Chevrolet","Bolt EV","","Hatchback 5D",24151,"Blue","",18729.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/759e71fb0cfe017fa177284565ee070c2c3d00b7.jpg","https://dealer.vip/pLAq0OL_AG4z","",""
450,"3GNAXUEV7LL285743","A48356HA",False,2020,"Chevrolet","Equinox","","Utility 4D L",94254,"Blue","",18401.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/08f3b215fdf104cde93b9888927017c9b478ade8.jpg","https://dealer.vip/OUzFKE2TDNnD","",""
451,"1G1FF1R75M0111933","A48377ST",False,2021,"Chevrolet","Camaro","","Coupe 2D LT1",45014,"Blue","",37852.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/dea7a116355cf82cb4cc7f248c59e4520fd6a13b.jpg","https://dealer.vip/DcHEBFEIC6j2","",""
452,"1GNSKPKD5NR123301","A48380YT",False,2022,"Chevrolet","Tahoe","","Utility 4D Z",18570,"Black","",68801.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/4e635585bd856e47dabf042e67e720c647992b83.jpg","https://dealer.vip/mOtT0K2f_HTs","",""
453,"1G1FB3DXXN0105562","A48378HA",False,2022,"Chevrolet","Camaro","","Convertible ",56922,"Black","",33442.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/dc270a67ec86e8174abaac0570372a8c739cc15f.jpg","https://dealer.vip/rdDhdLq3KPcr","",""
454,"2C4RC1GG2NR124775","A48366HR",False,2022,"Chrysler","Pacifica","","Wagon 4D Lim",62408,"Blue","",33941.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/993e197321bbdf86c57f46b3e811986b6500178c.jpg","https://dealer.vip/_71I9GnedyV0","",""
455,"1GCRCPEH7EZ208028","A48384XT",False,2014,"Chevrolet","Silverado 1500","","Extended Cab",58003,"Blue","",22300.0,"https://dealerfunnel-inventory-standardized-images.s3.amazonaws.com/3495/601674d1610dd42a1c0908afcaccc8fcc3f74d1e.jpg","https://dealer.vip/SclPV9_x7yfw","",""
